prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
gd_bal_acc_all1819 series_11 part1,0.697,0.8,0.748,0.687,0.697,23,10,11,44
gd_bal_acc_all1819 series_11 part2,0.485,0.873,0.679,0.571,0.485,16,17,7,48
gd_bal_acc_all1819 series_11 part3,0.625,0.8,0.712,0.635,0.625,20,12,11,44
gd_bal_acc_all1819 series_11 part4,0.727,0.833,0.78,0.727,0.727,24,9,9,45
gd_bal_acc_all1819 series_11 part5,0.636,0.87,0.753,0.689,0.636,21,12,7,47
gd_bal_acc_all1819 series_11 MEAN,0.634,0.835,0.735,0.662,0.634,20.8,12.0,9.0,45.6
gd_bal_acc_all1819 series_12 part1,0.758,0.836,0.797,0.746,0.758,25,8,9,46
gd_bal_acc_all1819 series_12 part2,0.758,0.764,0.761,0.704,0.758,25,8,13,42
gd_bal_acc_all1819 series_12 part3,0.781,0.8,0.791,0.735,0.781,25,7,11,44
gd_bal_acc_all1819 series_12 part4,0.606,0.907,0.757,0.69,0.606,20,13,5,49
gd_bal_acc_all1819 series_12 part5,0.697,0.796,0.747,0.687,0.697,23,10,11,43
gd_bal_acc_all1819 series_12 MEAN,0.72,0.821,0.77,0.712,0.72,23.6,9.2,9.8,44.8
gd_bal_acc_all1819 series_13 part1,0.545,0.836,0.691,0.6,0.545,18,15,9,46
gd_bal_acc_all1819 series_13 part2,0.697,0.818,0.758,0.697,0.697,23,10,10,45
gd_bal_acc_all1819 series_13 part3,0.562,0.909,0.736,0.655,0.562,18,14,5,50
gd_bal_acc_all1819 series_13 part4,0.758,0.778,0.768,0.714,0.758,25,8,12,42
gd_bal_acc_all1819 series_13 part5,0.818,0.889,0.854,0.818,0.818,27,6,6,48
gd_bal_acc_all1819 series_13 MEAN,0.676,0.846,0.761,0.697,0.676,22.2,10.6,8.4,46.2
gd_bal_acc_all1819 series_14 part1,0.697,0.836,0.767,0.708,0.697,23,10,9,46
gd_bal_acc_all1819 series_14 part2,0.636,0.8,0.718,0.646,0.636,21,12,11,44
gd_bal_acc_all1819 series_14 part3,0.812,0.836,0.824,0.776,0.812,26,6,9,46
gd_bal_acc_all1819 series_14 part4,0.636,0.796,0.716,0.646,0.636,21,12,11,43
gd_bal_acc_all1819 series_14 part5,0.818,0.704,0.761,0.711,0.818,27,6,16,38
gd_bal_acc_all1819 series_14 MEAN,0.72,0.795,0.757,0.697,0.72,23.6,9.2,11.2,43.4
gd_bal_acc_all1819 series_15 part1,0.667,0.8,0.733,0.667,0.667,22,11,11,44
gd_bal_acc_all1819 series_15 part2,0.636,0.764,0.7,0.627,0.636,21,12,13,42
gd_bal_acc_all1819 series_15 part3,0.781,0.836,0.809,0.758,0.781,25,7,9,46
gd_bal_acc_all1819 series_15 part4,0.636,0.852,0.744,0.677,0.636,21,12,8,46
gd_bal_acc_all1819 series_15 part5,0.788,0.796,0.792,0.743,0.788,26,7,11,43
gd_bal_acc_all1819 series_15 MEAN,0.702,0.81,0.756,0.694,0.702,23.0,9.8,10.4,44.2
gd_bal_acc_all1819 series_16 part1,0.636,0.855,0.745,0.677,0.636,21,12,8,47
gd_bal_acc_all1819 series_16 part2,0.788,0.818,0.803,0.754,0.788,26,7,10,45
gd_bal_acc_all1819 series_16 part3,0.719,0.836,0.778,0.719,0.719,23,9,9,46
gd_bal_acc_all1819 series_16 part4,0.758,0.759,0.758,0.704,0.758,25,8,13,41
gd_bal_acc_all1819 series_16 part5,0.667,0.815,0.741,0.677,0.667,22,11,10,44
gd_bal_acc_all1819 series_16 MEAN,0.713,0.817,0.765,0.706,0.713,23.4,9.4,10.0,44.6
gd_bal_acc_all1819 series_17 part1,0.727,0.836,0.782,0.727,0.727,24,9,9,46
gd_bal_acc_all1819 series_17 part2,0.576,0.8,0.688,0.603,0.576,19,14,11,44
gd_bal_acc_all1819 series_17 part3,0.719,0.782,0.75,0.687,0.719,23,9,12,43
gd_bal_acc_all1819 series_17 part4,0.727,0.833,0.78,0.727,0.727,24,9,9,45
gd_bal_acc_all1819 series_17 part5,0.758,0.778,0.768,0.714,0.758,25,8,12,42
gd_bal_acc_all1819 series_17 MEAN,0.701,0.806,0.754,0.692,0.701,23.0,9.8,10.6,44.0
gd_bal_acc_all1819 series_18 part1,0.606,0.836,0.721,0.645,0.606,20,13,9,46
gd_bal_acc_all1819 series_18 part2,0.758,0.764,0.761,0.704,0.758,25,8,13,42
gd_bal_acc_all1819 series_18 part3,0.719,0.836,0.778,0.719,0.719,23,9,9,46
gd_bal_acc_all1819 series_18 part4,0.697,0.815,0.756,0.697,0.697,23,10,10,44
gd_bal_acc_all1819 series_18 part5,0.667,0.759,0.713,0.647,0.667,22,11,13,41
gd_bal_acc_all1819 series_18 MEAN,0.689,0.802,0.746,0.682,0.689,22.6,10.2,10.8,43.8
gd_bal_acc_all1819 series_19 part1,0.636,0.873,0.755,0.689,0.636,21,12,7,48
gd_bal_acc_all1819 series_19 part2,0.606,0.909,0.758,0.69,0.606,20,13,5,50
gd_bal_acc_all1819 series_19 part3,0.75,0.764,0.757,0.696,0.75,24,8,13,42
gd_bal_acc_all1819 series_19 part4,0.697,0.889,0.793,0.742,0.697,23,10,6,48
gd_bal_acc_all1819 series_19 part5,0.697,0.685,0.691,0.63,0.697,23,10,17,37
gd_bal_acc_all1819 series_19 MEAN,0.677,0.824,0.751,0.689,0.677,22.2,10.6,9.6,45.0
gd_bal_acc_all1819 series_20 part1,0.758,0.745,0.752,0.694,0.758,25,8,14,41
gd_bal_acc_all1819 series_20 part2,0.758,0.836,0.797,0.746,0.758,25,8,9,46
gd_bal_acc_all1819 series_20 part3,0.688,0.945,0.816,0.772,0.688,22,10,3,52
gd_bal_acc_all1819 series_20 part4,0.788,0.833,0.811,0.765,0.788,26,7,9,45
gd_bal_acc_all1819 series_20 part5,0.848,0.87,0.859,0.824,0.848,28,5,7,47
gd_bal_acc_all1819 series_20 MEAN,0.768,0.846,0.807,0.76,0.768,25.2,7.6,8.4,46.2
gd_bal_acc_all1819 series_21 part1,0.606,0.782,0.694,0.615,0.606,20,13,12,43
gd_bal_acc_all1819 series_21 part2,0.727,0.782,0.755,0.696,0.727,24,9,12,43
gd_bal_acc_all1819 series_21 part3,0.844,0.836,0.84,0.794,0.844,27,5,9,46
gd_bal_acc_all1819 series_21 part4,0.576,0.852,0.714,0.633,0.576,19,14,8,46
gd_bal_acc_all1819 series_21 part5,0.727,0.815,0.771,0.716,0.727,24,9,10,44
gd_bal_acc_all1819 series_21 MEAN,0.696,0.813,0.755,0.691,0.696,22.8,10.0,10.2,44.4
gd_bal_acc_all1819 series_22 part1,0.788,0.8,0.794,0.743,0.788,26,7,11,44
gd_bal_acc_all1819 series_22 part2,0.697,0.818,0.758,0.697,0.697,23,10,10,45
gd_bal_acc_all1819 series_22 part3,0.667,0.889,0.778,0.721,0.667,22,11,6,48
gd_bal_acc_all1819 series_22 part4,0.879,0.87,0.875,0.841,0.879,29,4,7,47
gd_bal_acc_all1819 series_22 part5,0.875,0.836,0.856,0.812,0.875,28,4,9,46
gd_bal_acc_all1819 series_22 MEAN,0.781,0.843,0.812,0.763,0.781,25.6,7.2,8.6,46.0
