prediction,acc_failed,acc_passed,bal_acc,f1,recall,tn,fp,fn,tp
fea_extractor_gd_bal_acc_all1718 series_07 MEAN,0.675,0.783,0.729,0.693,0.675,15.0,7.2,6.0,21.6
fea_extractor_gd_bal_acc_all1718 series_08 part1,0.545,0.821,0.683,0.615,0.545,12,10,5,23
fea_extractor_gd_bal_acc_all1718 series_08 part2,0.682,0.857,0.769,0.732,0.682,15,7,4,24
fea_extractor_gd_bal_acc_all1718 series_08 part3,0.727,0.821,0.774,0.744,0.727,16,6,5,23
fea_extractor_gd_bal_acc_all1718 series_08 part4,0.652,0.852,0.752,0.714,0.652,15,8,4,23
fea_extractor_gd_bal_acc_all1718 series_08 part5,0.773,0.778,0.775,0.756,0.773,17,5,6,21
fea_extractor_gd_bal_acc_all1718 series_08 MEAN,0.676,0.826,0.751,0.712,0.676,15.0,7.2,4.8,22.8
fea_extractor_gd_bal_acc_all1718 series_09 part1,0.818,0.75,0.784,0.766,0.818,18,4,7,21
fea_extractor_gd_bal_acc_all1718 series_09 part2,0.682,0.786,0.734,0.698,0.682,15,7,6,22
fea_extractor_gd_bal_acc_all1718 series_09 part3,0.636,0.857,0.747,0.7,0.636,14,8,4,24
fea_extractor_gd_bal_acc_all1718 series_09 part4,0.826,0.704,0.765,0.76,0.826,19,4,8,19
fea_extractor_gd_bal_acc_all1718 series_09 part5,0.727,0.889,0.808,0.78,0.727,16,6,3,24
fea_extractor_gd_bal_acc_all1718 series_09 MEAN,0.738,0.797,0.768,0.741,0.738,16.4,5.8,5.6,22.0
fea_extractor_gd_bal_acc_all1718 series_10 part1,0.682,0.821,0.752,0.714,0.682,15,7,5,23
fea_extractor_gd_bal_acc_all1718 series_10 part2,0.727,0.643,0.685,0.667,0.727,16,6,10,18
fea_extractor_gd_bal_acc_all1718 series_10 part3,0.682,0.821,0.752,0.714,0.682,15,7,5,23
fea_extractor_gd_bal_acc_all1718 series_10 part4,0.609,0.852,0.73,0.683,0.609,14,9,4,23
fea_extractor_gd_bal_acc_all1718 series_10 part5,0.727,0.63,0.678,0.667,0.727,16,6,10,17
fea_extractor_gd_bal_acc_all1718 series_10 MEAN,0.685,0.753,0.719,0.689,0.685,15.2,7.0,6.8,20.8
fea_extractor_gd_bal_acc_all1718 series_11 part1,0.773,0.75,0.761,0.739,0.773,17,5,7,21
fea_extractor_gd_bal_acc_all1718 series_11 part2,0.773,0.75,0.761,0.739,0.773,17,5,7,21
fea_extractor_gd_bal_acc_all1718 series_11 part3,0.864,0.786,0.825,0.809,0.864,19,3,6,22
fea_extractor_gd_bal_acc_all1718 series_11 part4,0.739,0.778,0.758,0.739,0.739,17,6,6,21
fea_extractor_gd_bal_acc_all1718 series_11 part5,0.545,0.741,0.643,0.585,0.545,12,10,7,20
fea_extractor_gd_bal_acc_all1718 series_11 MEAN,0.739,0.761,0.75,0.722,0.739,16.4,5.8,6.6,21.0
fea_extractor_gd_bal_acc_all1718 series_12 part1,0.522,0.778,0.65,0.585,0.522,12,11,6,21
fea_extractor_gd_bal_acc_all1718 series_12 part2,0.773,0.857,0.815,0.791,0.773,17,5,4,24
fea_extractor_gd_bal_acc_all1718 series_12 part3,0.864,0.75,0.807,0.792,0.864,19,3,7,21
fea_extractor_gd_bal_acc_all1718 series_12 part4,0.682,0.893,0.787,0.75,0.682,15,7,3,25
fea_extractor_gd_bal_acc_all1718 series_12 part5,0.955,0.852,0.903,0.894,0.955,21,1,4,23
fea_extractor_gd_bal_acc_all1718 series_12 MEAN,0.759,0.826,0.792,0.762,0.759,16.8,5.4,4.8,22.8
